0		0.8902
1		0.8853
2		0.8851
3		0.88585
4		0.88535
5		0.8836
6		0.88545
7		0.8841
8		0.8827
9		0.88275
10		0.88405
11		0.8844
12		0.88285
13		0.88005
14		0.88025
15		0.8789
16		0.87395
17		0.88225
18		0.88405
19		0.8847
20		0.88095
21		0.8829
22		0.8832
23		0.88615
24		0.88675
25		0.88415
26		0.88405
27		0.883
28		0.88545
29		0.8796
30		0.87555
31		0.88265
32		0.88385
33		0.88355
34		0.8784
35		0.88215
36		0.883
37		0.8849
38		0.8822
39		0.8817
40		0.8795
41		0.88085
42		0.8804
43		0.8816
44		0.88315
45		0.8797
46		0.8832
47		0.8834
48		0.88785
49		0.8868
50		0.8871
51		0.881
52		0.8789
53		0.88725
54		0.88435
55		0.8833
56		0.88055
57		0.87945
58		0.8816
59		0.8794
60		0.8792
61		0.88245
62		0.8847
63		0.8807
64		0.88325
65		0.88125
66		0.88215
67		0.8816
68		0.8832
69		0.8831
70		0.8803
71		0.879
72		0.8795
73		0.881
74		0.8779
75		0.8785
76		0.87975
77		0.87775
78		0.8814
79		0.88685
80		0.8886
81		0.88365
82		0.8843
83		0.88475
84		0.8802
85		0.87675
86		0.87315
87		0.87685
88		0.87815
89		0.8782
90		0.8784
91		0.88085
92		0.87975
93		0.87665
94		0.87805
95		0.8784
96		0.8827
97		0.8832
98		0.8824
99		0.8818
100		0.8818
101		0.87825
102		0.87745
103		0.88265
104		0.87895
105		0.8792
106		0.88405
107		0.8823
108		0.88205
109		0.8804
110		0.8787
111		0.88205
112		0.88435
113		0.88175
114		0.8846
115		0.8787
116		0.8795
117		0.87955
118		0.87915
119		0.88035
120		0.8793
121		0.87865
122		0.8789
123		0.88405
124		0.8865
125		0.88455
126		0.88645
127		0.88545
128		0.885
129		0.88305
130		0.88015
131		0.8832
132		0.884
133		0.88185
134		0.88055
135		0.88755
136		0.8842
137		0.88435
138		0.88695
139		0.88795
140		0.88285
141		0.8834
142		0.8817
143		0.88345
144		0.88345
145		0.8846
146		0.88015
147		0.8811
148		0.8825
149		0.8806
150		0.8819
151		0.8847
152		0.8859
153		0.89
154		0.88135
155		0.8864
156		0.88875
157		0.88985
158		0.886
159		0.88305
160		0.88055
161		0.8873
162		0.88405
163		0.8816
164		0.88395
165		0.8846
166		0.8843
167		0.88
168		0.88405
169		0.8784
170		0.8802
171		0.87985
172		0.8856
173		0.8863
174		0.88485
175		0.883
176		0.88355
177		0.88515
178		0.88285
179		0.88595
180		0.88115
181		0.88245
182		0.88365
183		0.88245
184		0.87765
185		0.88065
186		0.8797
187		0.87765
188		0.8832
189		0.88255
190		0.88315
191		0.88055
192		0.87935
193		0.87855
194		0.8819
195		0.8793
196		0.88265
197		0.87805
198		0.8814
199		0.88145
200		0.8795
201		0.88345
202		0.88335
203		0.88485
204		0.8871
205		0.88045
206		0.88205
207		0.88335
208		0.8812
209		0.88115
210		0.8766
211		0.8783
212		0.879
213		0.88105
214		0.88195
215		0.8829
216		0.88235
217		0.881
218		0.882
219		0.8786
220		0.8782
221		0.87975
222		0.87785
223		0.87845
224		0.87775
225		0.87985
226		0.88185
227		0.8812
228		0.88625
229		0.8826
230		0.8846
231		0.8825
232		0.88545
233		0.8837
234		0.8806
235		0.88165
236		0.8832
237		0.8811
238		0.8777
239		0.88025
240		0.8791
241		0.88135
242		0.8815
243		0.8796
244		0.88325
245		0.8826
246		0.8817
247		0.8831
248		0.8788
249		0.8845
250		0.88635
251		0.88745
252		0.8859
253		0.8872
254		0.8872
255		0.8851
256		0.8899
257		0.8829
258		0.88015
259		0.88015
260		0.87905
261		0.8816
262		0.8802
263		0.88185
264		0.8841
265		0.88145
266		0.8829
267		0.8854
268		0.88345
269		0.8839
270		0.88055
271		0.88735
272		0.88255
273		0.88115
274		0.8827
275		0.88395
276		0.88505
277		0.88445
278		0.88965
279		0.88605
280		0.8858
281		0.88445
282		0.88275
283		0.8784
284		0.8809
285		0.8824
286		0.88425
287		0.88425
288		0.8846
289		0.87995
290		0.87935
291		0.8808
292		0.88135
293		0.88055
294		0.87765
295		0.88355
296		0.8872
297		0.8862
298		0.8815
299		0.88315
300		0.8819
301		0.8847
302		0.88515
303		0.88105
304		0.88
305		0.88145
306		0.88115
307		0.88455
308		0.8821
309		0.88245
310		0.8841
311		0.8843
312		0.8848
313		0.88355
314		0.88725
315		0.88215
