ID_Entidad,Distrito,ID_Distrito,Circunscripcion,Porcentaje1,Porcentaje2,Porcentaje3
19,2,19_2,Circunscripción 2,0.9610392944710459,0.15685483071722414,0.24185804695824079
19,3,19_3,Circunscripción 2,0.9475170414003552,0.2151203748921977,0.2540117505958797
19,4,19_4,Circunscripción 2,0.9243453435715692,0.1546753523720894,0.3015439390956225
19,5,19_5,Circunscripción 2,0.8967297104404568,0.265574592823664,0.30912265497553015
19,6,19_6,Circunscripción 2,0.9196113486202876,0.16181480848802338,0.32376214535561604
19,7,19_7,Circunscripción 2,0.9451821614450454,0.19722967700184624,0.24267782426778242
19,8,19_8,Circunscripción 2,0.9464138022297945,0.1820649361105041,0.2474277963410196
19,9,19_9,Circunscripción 2,0.8681733044164038,0.13008134047145767,0.26517317297581494
20,1,20_1,Circunscripción 3,0.7563608676341289,0.277005369692618,0.316099090851409
20,10,20_10,Circunscripción 3,0.7118094546559832,0.3177918695207545,0.2757622067055615
20,2,20_2,Circunscripción 3,0.5850423312769781,0.250228385724769,0.2913262565071602
20,3,20_3,Circunscripción 3,0.7832533761289331,0.3490275246291212,0.3201816536629505
20,4,20_4,Circunscripción 3,0.7367880713761916,0.3384165309823544,0.2903365110404954
20,5,20_5,Circunscripción 3,0.7017232944738275,0.2298326931013683,0.2906894100923952
20,6,20_6,Circunscripción 3,0.5503934240584181,0.2422865611760655,0.2892301384305992
20,7,20_7,Circunscripción 3,0.7403791267305644,0.3030828793007371,0.30438338658146963
20,8,20_8,Circunscripción 3,0.9291431407830242,0.36467272865752537,0.3878513370974747
20,9,20_9,Circunscripción 3,0.6932400372937995,0.25151574515147535,0.3038059983937819
21,1,21_1,Circunscripción 4,0.7327819790221014,0.24269447841576336,0.3228160610266142
21,10,21_10,Circunscripción 4,0.9192729509036865,0.3086739997444167,0.3196282756500051
21,11,21_11,Circunscripción 4,0.9332448335246842,0.3084641824779513,0.3379377152698048
21,12,21_12,Circunscripción 4,0.9272856679519983,0.27655541113183546,0.40364517640275327
21,13,21_13,Circunscripción 4,0.8248728827827727,0.2883262733166341,0.32195171229417113
21,14,21_14,Circunscripción 4,0.7340290284987816,0.284898557900314,0.28901366670198114
21,15,21_15,Circunscripción 4,0.8802342631112323,0.34161632631535,0.35806963104412465
21,2,21_2,Circunscripción 4,0.746966132706023,0.21723580292436984,0.28038534782121655
21,3,21_3,Circunscripción 4,0.8327414004471047,0.27685118586120894,0.3204279945193625
21,4,21_4,Circunscripción 4,0.7245794920771045,0.24901122091242242,0.27659968425361064
