"AR","MA","GARCH","ARCH","AIC","BIC","LB_Resid","LB_Resid2","LB_Promedio"
4,3,0,2,-5.29854030709858,-5.17780183286114,0.182499216544574,0.15630822420212,0.169403720373347
3,2,2,1,-5.44495022686571,-5.33518797755895,0.0949493061648141,0.231125301655101,0.163037303909958
3,4,2,0,-4.00102701955529,-3.88028854531785,0,0.323164566105621,0.16158228305281
4,2,2,0,-5.36127681994151,-5.25151457063474,0.273346941397407,0.00551796000479754,0.139432450701102
1,2,1,0,60.4446385768572,60.5104959264413,0.0177765405361303,0.234252093477536,0.126014317006833
4,1,2,0,-5.33621980940817,-5.23743378503208,0.217481521275838,0.0039665188190714,0.110724020047454
3,0,2,0,-5.34692262855553,-5.2700890540408,0.20835285377568,0.00430065620995435,0.106326754992817
4,0,2,0,-5.3412237939375,-5.25341399449209,0.193898423519851,0.00445078215284123,0.0991746028363461
0,2,2,0,-5.33173247026153,-5.26587512067747,0.181301295262563,8.39007418961257e-05,0.0906925980022293
3,2,2,0,-5.34518802136518,-5.24640199698909,0.068144520855912,0.0864601934308675,0.0773023571433898
0,4,2,0,-5.34628200463026,-5.25847220518485,0.135719046899911,0.0145591410590354,0.075139093979473
3,1,2,0,-5.34163050027793,-5.25382070083252,0.13893020838167,0.00625445489932241,0.072592331640496
3,3,2,0,-5.33348550761512,-5.22372325830835,0.126270987787199,0.0130096655984775,0.0696403266928383
1,3,2,0,-5.34448056203355,-5.25667076258814,0.114956648834731,0.0138120038720184,0.0643843263533748
1,4,2,0,-5.34483153605146,-5.24604551167537,0.0544213477534333,0.0675477566687558,0.0609845522110946
0,3,2,0,-5.345140790059,-5.26830721554427,0.109436251839199,0.00587911753094517,0.057657684685072
4,3,0,1,31.5004478968226,31.6102101461294,0.0134842610391459,0.0951171620565369,0.0543007115478414
2,4,2,0,-5.32447392404149,-5.21471167473472,0.0892574152110149,0.0142221419135246,0.0517397785622697
4,4,2,0,-3.64505824730909,-3.51334354814097,0.0749111474669719,0.000802438954585427,0.0378567932107787
4,1,0,1,20.1447824457218,20.2325922451673,2.10986783599765e-12,0.0118244917783109,0.00591224589021039
4,3,2,0,-4.20209572090892,-4.08135724667148,0,0.00182362761738819,0.000911813808694095
0,2,1,0,-3.57381824864323,-3.51893712398984,0,1.55431223447522e-14,7.7715611723761e-15
